被试ID:130123xx,,,,,,
3889,2805836,5084884,3792401,3227573,4634834,4530526
3890,2799875,5080928,3798576,3235547,4634834,4538436
3891,2789630,5081705,3805549,3239522,4637147,4549365
3892,2782216,5091194,3811917,3241034,4638943,4556545
3893,2774853,5099688,3816348,3242789,4640246,4557592
3894,2768064,5099688,3820077,3247520,4639385,4557592
3895,2754464,5100416,3820077,3251812,4634908,4560367
3896,2744194,5096970,3822305,3255544,4627798,4563555
3897,2744194,5091776,3825041,3255544,4617981,4564408
3898,2743718,5084738,3827197,3258080,4605951,4562533
3899,2733424,5076026,3832548,3256543,4594314,4560586
3900,2730443,5066319,3840223,3255129,4585555,4560367
3901,2720675,5049743,3847778,3252959,4585555,4559880
3902,2726135,5029964,3854267,3250301,4579995,4561900
3903,2723756,5006982,3857706,3248179,4579306,4564042
3904,2722303,4983125,3858069,3247642,4581102,4566890
3905,2720700,4983125,3854267,3249447,4586810,4566890
3906,2723655,4959391,3854267,3250325,4599677,4575482
3907,2702540,4936189,3848722,3250934,4613897,4580691
3908,2702540,4912843,3844558,3250934,4628216,4584585
3909,2663541,4893185,3841410,3254690,4642362,4585486
3910,2630203,4877944,3838480,3262469,4661798,4581835
3911,2629351,4868334,3833710,3270200,4661798,4580618
3912,2632382,4863772,3828213,3278613,4681456,4575263
3913,2636265,4866854,3821699,3286904,4702343,4555888
3914,2638970,4871586,3811990,3293830,4723575,4543402
3915,2641249,4884255,3801457,3300731,4772558,4524270
3916,2645607,4884255,3791360,3306852,4788722,4524270
3917,2661387,4899495,3791360,3307145,4802721,4507792
3918,2685282,4915100,3781989,3307145,4805477,4494040
3919,2685282,4923109,3772739,3298488,4802770,4482600
3920,2698583,4921070,3763562,3286197,4811283,4479338
3921,2707550,4915925,3756588,3275394,4811160,4478608
3922,2709203,4914444,3746733,3268785,4811160,4485521
3923,2715415,4915585,3735474,3261835,4804370,4495768
3924,2722754,4922429,3728113,3253666,4804419,4470186
3925,2728965,4976087,3728742,3245155,4808552,4463322
3926,2741439,5033240,3736442,3241814,4810299,4487663
3927,2755516,5033240,3744796,3240375,4810619,4487663
3928,2766837,5104906,3749276,3240765,4816400,4527386
3929,2777833,5157229,3749276,3240765,4826216,4572586
3930,2777833,5168053,3754094,3237400,4835615,4533471
3931,2784746,5164121,3762908,3227085,4839059,4510494
3932,2789104,5151162,3768477,3217525,4841322,4522031
3933,2795166,5145872,3765741,3210063,4841322,4546688
3934,2802279,5148056,3751503,3204088,4844226,4579109
3935,2813275,5150143,3736346,3207185,4847842,4617907
3936,2825373,5143590,3740244,3214623,4851533,4653347
3937,2834616,5129878,3741310,3222695,4852492,4653347
3938,2837772,5129878,3743247,3229962,4851508,4677371
3939,2831886,5116264,3755692,3229962,4848753,4697402
3940,2834390,5108328,3755692,3235425,4847547,4716656
3941,2834390,5105925,3757944,3239887,4839650,4736687
3942,2835367,5105391,3742762,3244131,4833696,4751024
3943,2832211,5104105,3728476,3250106,4833696,4770472
3944,2829231,5100634,3724384,3257421,4826315,4786682
3945,2826526,5097771,3728476,3264737,4818393,4799510
3946,2821791,5096630,3732956,3271760,4809167,4813091
3947,2815079,5095635,3736031,3282466,4794553,4824702
3948,2806914,5092893,3740050,3294269,4778045,4824702
3949,2800877,5092893,3748210,3304024,4760553,4836118
3950,2797671,5090539,3756855,3304024,4738041,4845683
3951,2793538,5087796,3756855,3315192,4714423,4858024
3952,2793538,5087359,3763974,3326483,4688689,4869999
3953,2792686,5086049,3769156,3333726,4662069,4878616
3954,2794264,5084617,3776855,3336652,4662069,4886137
3955,2801253,5083258,3784556,3335750,4635351,4892270
3956,2817609,5085976,3789423,3334945,4605926,4901081
3957,2846063,5090078,3791674,3333970,4574656,4911402
3958,2862193,5092893,3795331,3333824,4543411,4921771
3959,2878524,5094276,3802788,3333360,4513618,4921771
3960,2881956,5094276,3812741,3330629,4486284,4930680
3961,2901393,5094762,3820199,3330629,4459000,4939125
3962,2931575,5094058,3820199,3325922,4428124,4945332
3963,2931575,5094155,3827197,3318923,4407237,4950298
3964,2959453,5094107,3833346,3310730,4398330,4952804
3965,2970774,5092092,3836640,3301853,4398330,4954119
3966,2957224,5089592,3836349,3291855,4397912,4955361
3967,2923660,5085345,3837657,3282832,4399192,4958257
3968,2925088,5078332,3840635,3270370,4399610,4959474
3969,2956823,5072580,3844388,3259982,4399192,4961324
3970,2979416,5067581,3848166,3249301,4398011,4961324
3971,2994970,5067581,3848916,3249301,4393902,4962005
3972,2993743,5063867,3847706,3239595,4391368,4959887
3973,2986754,5059038,3847706,3233230,4390482,4957697
3974,2986754,5055422,3846204,3224646,4390507,4953291
3975,2981770,5056757,3844969,3222939,4390507,4948424
3976,2995020,5061732,3842403,3225305,4390039,4941608
3977,3030713,5068260,3841773,3228572,4398011,4933381
3978,3068385,5073769,3838867,3230060,4437916,4924083
3979,3105555,5081171,3836301,3232791,4495067,4913422
3980,3139344,5089592,3839715,3235083,4547889,4901909
3981,3167247,5094689,3843444,3238790,4598964,4901909
3982,3212232,5094689,3848117,3238790,4629052,4886478
3983,3247199,5096048,3853178,3242082,4635301,4870876
3984,3236228,5095829,3853178,3241692,4631242,4857732
3985,3236228,5098572,3857004,3240668,4631070,4847095
3986,3203315,5106677,3859619,3239741,4631070,4839428
3987,3182375,5114686,3861241,3230718,4631537,4843760
3988,3181900,5128495,3864631,3223866,4632693,4849407
3989,3164016,5147935,3872961,3220306,4636483,4853594
3990,3147710,5151502,3879813,3225743,4637196,4843030
3991,3125568,5147012,3882598,3237717,4635080,4815940
3992,3097890,5138203,3881823,3244204,4634440,4815940
3993,3071515,5138203,3877707,3244204,4634440,4798074
3994,3049273,5128592,3876545,3237571,4633161,4769401
3995,3032592,5119467,3882210,3224134,4630110,4735471
3996,3032592,5110026,3882210,3209161,4629372,4699569
3997,3018189,5099761,3886738,3199016,4629372,4656414
3998,3005089,5093670,3882792,3193797,4627576,4613599
3999,2991764,5090830,3862597,3191676,4624895,4585145
4000,2974582,5093985,3839546,3195334,4624772,4575920
4001,2955595,5099130,3823419,3202064,4623320,4564846
4002,2935933,5106411,3814363,3211136,4623173,4564846
4003,2916547,5109638,3807777,3211136,4623074,4548586
4004,2900766,5109638,3804193,3219403,4620392,4541528
4005,2884561,5108959,3802159,3228255,4617415,4550096
4006,2873865,5108983,3798576,3236742,4614463,4570273
4007,2873865,5109760,3798576,3244253,4614463,4590111
4008,2860590,5108765,3791384,3249471,4610945,4599116
4009,2853402,5110463,3785161,3254885,4608927,4593859
4010,2845937,5112017,3781093,3264396,4608263,4587409
4011,2834791,5113910,3780463,3274809,4611142,4582078
4012,2824371,5113594,3784725,3289367,4613823,4579133
4013,2816031,5114371,3792885,3300951,4615004,4579133
4014,2805661,5113230,3800803,3300951,4617932,4576869
4015,2797871,5113230,3809109,3314070,4616407,4573827
4016,2792586,5111240,3820077,3322899,4615595,4569932
4017,2785422,5108886,3830223,3330020,4612938,4568959
4018,2785422,5105755,3830223,3334189,4612938,4567547
4019,2785172,5101266,3836422,3336140,4609912,4566087
4020,2779762,5095902,3840732,3338603,4607624,4563409
4021,2774652,5091510,3845865,3339701,4605680,4562923
4022,2768791,5082700,3851604,3339969,4603441,4558639
4023,2768165,5077409,3858941,3339944,4601399,4554623
4024,2758121,5068600,3866520,3339944,4596774,4554623
4025,2756893,5057994,3873178,3338969,4589197,4551385
4026,2752059,5057994,3880854,3336652,4579282,4549876
4027,2750682,5044210,3887973,3331458,4570646,4547175
4028,2744069,5030158,3894511,3325020,4561641,4544327
4029,2744069,5013777,3894511,3316900,4561641,4545544
4030,2742792,4997298,3895988,3308657,4552490,4549292
4031,2742015,4977495,3897465,3301292,4548110,4554379
4032,2736981,4956818,3898821,3294342,4546289,4560464
4033,2733900,4932816,3898191,3287514,4549020,4564285
4034,2718646,4908960,3894801,3280344,4552293,4566914
4035,2700762,4885468,3889329,3280344,4556475,4566914
4036,2657305,4865228,3883590,3272029,4558591,4572488
4037,2607961,4865228,3878022,3267152,4555196,4571977
4038,2593659,4849501,3870443,3263103,4546880,4570078
4039,2607810,4836930,3862694,3259348,4546880,4561949
4040,2607810,4827902,3862694,3255641,4541837,4566817
4041,2621186,4824966,3855236,3246277,4546462,4565770
4042,2633034,4828606,3846156,3239644,4580536,4562849
4043,2644781,4834067,3834872,3234840,4584227,4574460
4044,2654349,4841347,3826663,3232596,4594141,4579328
4045,2665921,4852632,3820222,3230889,4605213,4579669
4046,2679371,4862437,3816010,3230889,4624649,4579669
4047,2699359,4863674,3809859,3231011,4647135,4589502
4048,2712409,4863674,3803491,3232133,4662659,4596464
4049,2704695,4860083,3794943,3230694,4674666,4598192
4050,2706673,4855447,3782231,3226182,4674666,4605591
4051,2706673,4855787,3782231,3227353,4687877,4621096
4052,2715865,4903135,3771165,3234327,4695430,4644317
4053,2726661,4956284,3759204,3233572,4702417,4670336
4054,2739786,5025547,3745062,3234913,4711053,4697305
4055,2752635,5090393,3740075,3233254,4719565,4713272
4056,2760776,5138275,3746176,3233254,4724412,4720818
4057,2768215,5159219,3758792,3231377,4732875,4720818
4058,2778184,5165942,3775693,3227060,4740256,4679780
4059,2790507,5165942,3791360,3219500,4747538,4640276
4060,2804684,5170650,3795645,3212551,4752655,4640373
4061,2815605,5177688,3798648,3207137,4752655,4663910
4062,2815605,5183561,3798648,3206625,4757231,4680121
4063,2820464,5175455,3806227,3208161,4764218,4693654
4064,2821441,5160069,3831264,3212307,4773543,4706944
4065,2825023,5142425,3831434,3217574,4784442,4731869
4066,2828855,5127646,3826857,3223939,4791527,4763681
4067,2832186,5118667,3826882,3223939,4794332,4763681
4068,2833890,5114783,3817099,3230865,4793274,4786828
4069,2831285,5117234,3794677,3235693,4788403,4800264
4070,2829306,5117234,3773247,3240034,4787615,4804451
4071,2827553,5120341,3761673,3246131,4787615,4813944
4072,2823670,5123641,3760438,3254519,4778439,4824021
4073,2823670,5124733,3767364,3264518,4771181,4833099
4074,2821341,5122428,3767364,3273980,4760995,4841546
4075,2823169,5119734,3774410,3282003,4746972,4845683
4076,2824897,5117890,3776323,3290904,4730267,4846389
4077,2826976,5113910,3777074,3290904,4713119,4846730
4078,2826350,5112259,3776807,3300902,4693659,4846730
4079,2823870,5111774,3779519,3306999,4670729,4848848
4080,2823670,5113352,3784628,3312608,4648217,4851744
4081,2821816,5113352,3790222,3317363,4625288,4857318
4082,2824321,5115511,3795210,3321972,4625288,4863573
4083,2833288,5117865,3799326,3324874,4598619,4870169
4084,2833288,5118836,3803152,3326118,4570744,4877277
4085,2845712,5118788,3803152,3326190,4541861,4886283
4086,2860014,5117769,3806590,3325703,4512806,4893998
4087,2874091,5115123,3814750,3323337,4486309,4903710
4088,2881555,5112526,3823540,3323337,4462814,4912035
4089,2878198,5108765,3828528,3320191,4442025,4912035
4090,2880678,5107600,3830586,3316119,4425639,4922258
4091,2882757,5106071,3834049,3312510,4405613,4932870
4092,2888468,5106071,3838311,3308681,4397125,4941803
4093,2899639,5103474,3841749,3304024,4397125,4946622
4094,2915369,5102527,3844558,3298025,4397494,4952342
4095,2915369,5098936,3846349,3293562,4398478,4954874
4096,2930448,5094858,3846349,3285953,4402316,4957210
4097,2947630,5091655,3850950,3277516,4408147,4957089
4098,2948106,5091679,3853662,3266566,4414494,4957186
4099,2940942,5090369,3854146,3266566,4421949,4956456
4100,2914091,5090563,3854340,3257763,4424311,4956456
4101,2925313,5091267,3853565,3248789,4426623,4954314
4102,2920855,5093330,3853541,3244131,4432552,4949738
4103,2964362,5093330,3853105,3244350,4432552,4945308
4104,3004463,5093718,3855430,3249227,4441754,4940513
4105,3018615,5094398,3857246,3259860,4454817,4936619
4106,3018615,5097795,3857948,3270736,4475754,4934087
4107,3015233,5098838,3857948,3272712,4551678,4930874
4108,3014908,5098936,3857125,3269883,4616874,4927345
4109,3016060,5098208,3856544,3269883,4669425,4922404
4110,3018365,5099567,3857730,3268712,4689083,4920919
4111,3020569,5101606,3861725,3266152,4702073,4920919
4112,3029235,5104275,3864195,3269492,4696463,4915467
4113,3039906,5107794,3870660,3271102,4682514,4912035
4114,3059192,5107794,3879014,3262786,4682514,4908651
4115,3081785,5112721,3885067,3245302,4675305,4903638
4116,3094935,5119540,3889426,3231426,4674124,4898915
4117,3094935,5140144,3893107,3225378,4683522,4892416
4118,3097540,5148517,3893107,3227963,4695356,4884165
4119,3096487,5145774,3894414,3234742,4698776,4876741
4120,3094584,5137572,3894632,3234742,4692158,4871605
4121,3090952,5129587,3893082,3225670,4681086,4867443
4122,3089399,5130073,3881460,3206185,4673977,4867443
4123,3091153,5129903,3873033,3187213,4671024,4867200
4124,3092530,5123010,3872961,3166046,4671024,4868636
4125,3094709,5123010,3880370,3142147,4669105,4865910
4126,3097064,5108716,3870345,3126101,4667211,4860068
4127,3097264,5100732,3846834,3124370,4661872,4852182
4128,3097264,5100101,3827947,3130905,4655328,4835801
4129,3096888,5104857,3827947,3140513,4650211,4818520
4130,3094258,5114298,3808188,3150292,4649005,4800824
4131,3089399,5119055,3789204,3150292,4647209,4782740
4132,3087370,5125073,3775282,3156535,4646496,4782740
4133,3087571,5125922,3773224,3158584,4644798,4760030
4134,3086143,5125510,3774507,3162217,4642732,4736882
4135,3083914,5123180,3772594,3165827,4642732,4711447
4136,3082486,5123180,3766492,3171508,4641181,4687423
4137,3075197,5121190,3761625,3178458,4639090,4669679
4138,3065404,5116482,3760535,3185238,4637516,4654807
4139,3065404,5114735,3760705,3191725,4635498,4643270
4140,3050926,5114832,3760705,3194309,4635375,4634799
4141,3036373,5114395,3765015,3194309,4634982,4632682
4142,3031164,5112890,3772206,3199187,4635055,4635749
4143,3026054,5112332,3780124,3204893,4635055,4635749
4144,3018515,5111070,3786590,3216501,4635031,4636089
4145,3013756,5107794,3794701,3226914,4636458,4631611
4146,3010149,5103353,3803757,3238400,4636458,4626475
4147,3007168,5103353,3809109,3248325,4637442,4621656
4148,3005790,5099979,3809496,3255739,4637565,4618370
4149,3000155,5095684,3807462,3264298,4635154,4615449
4150,3000155,5090150,3807971,3269883,4631217,4610922
4151,2989084,5083137,3810610,3271956,4627453,4605591
4152,2976335,5075905,3810610,3271956,4623664,4603352
4153,2963235,5066658,3816348,3273077,4618695,4602403
4154,2950260,5054791,3823443,3271956,4612593,4602403
4155,2937987,5041807,3829860,3268737,4605188,4601478
4156,2927893,5027707,3837681,3264493,4605188,4602354
4157,2919126,5013219,3844291,3261494,4598275,4601453
4158,2914443,5013219,3849764,3258762,4589320,4601210
4159,2910109,4996109,3853517,3256787,4587326,4598118
4160,2907529,4979097,3855357,3253105,4585137,4591522
4161,2907529,4961356,3854945,3246740,4586466,4585583
4162,2903146,4941820,3852476,3246740,4586761,4582176
4163,2900416,4922769,3852476,3240863,4587130,4579279
4164,2896233,4903305,3847778,3233523,4586392,4577210
4165,2886189,4886632,3843371,3227987,4586121,4577210
4166,2880653,4871392,3838892,3222622,4586146,4575069
4167,2877447,4860301,3833492,3217623,4586146,4572221
4168,2870208,4851128,3828552,3213331,4585998,4570419
4169,2864172,4851128,3822668,3208283,4587745,4570030
4170,2859012,4846929,3816252,3203991,4588409,4569640
4171,2852199,4843750,3807438,3202552,4589000,4567255
4172,2852199,4840668,3799108,3202503,4589393,4563409
4173,2843658,4839891,3791674,3202503,4587179,4562777
4174,2830207,4840668,3791674,3204332,4587228,4558030
4175,2821115,4845716,3783200,3207551,4625215,4552164
4176,2808666,4851540,3772691,3208673,4644158,4552164
4177,2796243,4855010,3761068,3209088,4661946,4544497
4178,2784421,4856103,3749712,3208234,4661946,4538193
4179,2779687,4855520,3741406,3204308,4664849,4535662
4180,2759899,4855520,3732568,3198918,4664160,4544619
4181,2740036,4859379,3726611,3192822,4663078,4555596
4182,2732948,4864694,3721962,3189652,4667137,4571076
4183,2732948,4865640,3722713,3191822,4667481,4588796
4184,2705696,4864791,3729227,3191822,4663815,4603765
4185,2693649,4879643,3729227,3193529,4666399,4616861
4186,2699760,4937282,3735861,3192700,4669253,4623773
4187,2696404,4993221,3735813,3193237,4669499,4623773
4188,2696178,5058213,3729251,3198748,4669499,4630321
4189,2703567,5097917,3722980,3199138,4673140,4637136
4190,2719297,5125170,3724553,3196894,4677150,4644097
4191,2739736,5125170,3713851,3193554,4685466,4649939
4192,2758471,5143687,3696223,3186506,4693413,4652300
4193,2770068,5158127,3681259,3175947,4698432,4655562
4194,2770068,5161646,3679080,3175947,4702343,4657557
4195,2777157,5155191,3680484,3168704,4704213,4655172
4196,2778184,5150458,3680484,3165656,4706230,4656414
4197,2783870,5141115,3695569,3166924,4708888,4656414
4198,2802555,5129490,3707846,3170143,4713267,4652884
4199,2821867,5117914,3711381,3174093,4713267,4643927
4200,2841328,5111191,3714892,3179312,4720524,4609364
4201,2855756,5105246,3712350,3184409,4727413,4568618
4202,2863846,5105246,3705231,3189042,4731251,4540870
4203,2877222,5101629,3694358,3194675,4732432,4514437
4204,2891749,5100295,3688402,3202625,4734130,4477659
4205,2891749,5097310,3686223,3202625,4731423,4433627
4206,2907003,5094203,3686198,3212282,4726109,4449984
4207,2924261,5091971,3686198,3220890,4721927,4494210
4208,2944449,5092481,3689201,3229816,4712922,4494210
4209,2971901,5092747,3692881,3235742,4704360,4547223
4210,3001558,5093742,3698160,3240278,4704360,4589891
4211,3019742,5094810,3702761,3246691,4697915,4619489
4212,3025703,5096994,3706369,3252130,4688664,4637428
4213,3023650,5096994,3709129,3258251,4676117,4645022
4214,3021871,5096533,3712931,3264371,4663815,4652762
4215,3018565,5097019,3715134,3271444,4647824,4660332
4216,3018565,5099421,3718718,3271444,4631217,4662718
4217,3011752,5101654,3723609,3276638,4613700,4665297
4218,3005415,5101532,3731503,3280857,4595052,4667099
4219,3006091,5102188,3731503,3284027,4573500,4667099
4220,3004112,5102357,3740220,3287977,4573500,4667829
4221,3001257,5102625,3746806,3290806,4552244,4668194
4222,3001533,5102794,3751455,3292562,4532315,4665809
4223,2992164,5102018,3751721,3293635,4512436,4663083
4224,2984375,5102018,3753538,3294049,4493320,4654637
4225,2970975,5102042,3754990,3294294,4474795,4645972
4226,2960455,5102503,3757509,3294294,4457179,4641566
4227,2960455,5102625,3760511,3293903,4443599,4638378
4228,2954343,5101969,3762666,3292294,4433340,4638645
4229,2945376,5102455,3764410,3290684,4433020,4640811
4230,2930573,5101824,3764410,3288709,4431716,4640811
4231,2936084,5101411,3767799,3286709,4431716,4638304
4232,2944750,5101945,3769809,3284783,4434250,4635870
4233,2957900,5103353,3771940,3282198,4442443,4629736
4234,2966341,5103401,3774725,3279589,4456884,4619027
4235,2987306,5103401,3775572,3275175,4476689,4616301
4236,3027106,5103498,3777098,3270200,4497232,4612747
4237,3056587,5102503,3778163,3270200,4515906,4607319
4238,3056587,5100999,3778381,3264128,4532389,4600967
4239,3096813,5100756,3777509,3257177,4543559,4594930
4240,3115799,5099591,3777437,3251301,4550521,4586314
4241,3102825,5096727,3777437,3245935,4555983,4586314
4242,3094609,5094252,3777412,3241985,4555983,4579620
4243,3092380,5091243,3777994,3238473,4558763,4572975
4244,3081759,5088622,3779809,3234620,4560781,4565211
4245,3068635,5086899,3780972,3228938,4564348,4558298
4246,3059843,5086899,3781311,3221256,4568752,4554379
4247,3055936,5083258,3780294,3217379,4572983,4554647
4248,3054158,5081608,3778526,3217379,4577781,4558347
4249,3054158,5083404,3775233,3215501,4581324,4564554
4250,3055886,5085321,3773005,3210331,4580020,4575409
4251,3051177,5085005,3773393,3205186,4592739,4590792
4252,3048396,5084277,3773393,3201016,4592739,4590792
4253,3045967,5082384,3776807,3199163,4610280,4610216
4254,3037902,5081365,3777291,3200772,4612692,4634264
4255,3032291,5080103,3774483,3202430,4619753,4651570
4256,3025553,5083064,3770923,3198504,4631168,4672576
4257,3019467,5083064,3766565,3182653,4633875,4690198
4258,3017363,5084326,3763078,3182653,4637073,4694871
4259,3013656,5081705,3760923,3155072,4639508,4698400
4260,3013656,5079715,3758671,3132637,4637589,4697086
4261,3008020,5076997,3755862,3119370,4630381,4693873
4262,3007644,5083865,3754409,3118249,4623590,4693873
4263,3003386,5089471,3754409,3128466,4623590,4692437
4264,3003912,5078623,3755765,3135807,4617736,4688713
4265,3005140,5068114,3758913,3137636,4614045,4686887
4266,3008195,5056587,3757509,3134124,4612618,4688883
4267,3006667,5037609,3753005,3127296,4611191,4691269
4268,3007319,5017975,3746854,3117517,4607181,4690052
4269,3003962,5017975,3742617,3117517,4603195,4687861
4270,3004087,5002322,3741310,3102861,4598816,4686912
4271,3004087,4992760,3739494,3090790,4592936,4685598
4272,3003036,4989362,3738234,3085742,4589984,4683675
4273,3000130,4992323,3739179,3085010,4585777,4683675
4274,3002559,4992663,3739179,3089400,4585777,4679902
4275,2999429,4996788,3745256,3096838,4583341,4676738
4276,2996323,4997638,3753174,3106787,4581200,4673476
4277,2995772,5000307,3760487,3115615,4579306,4670068
4278,2995496,5001035,3760656,3122516,4579035,4668340
4279,2994920,5001740,3756588,3126442,4580069,4667634
4280,2995020,5001740,3748961,3126442,4580340,4669679
4281,2993843,5004433,3742811,3125296,4579503,4673793
4282,2993843,5006472,3744675,3124394,4578519,4675521
4283,2995145,5005113,3750728,3123077,4576969,4677881
4284,3001433,5004773,3756225,3126711,4576969,4677881
4285,3000255,5003317,3756225,3131466,4575788,4678441
4286,3007719,5002055,3762715,3139513,4574878,4676129
4287,3013630,5000672,3768889,3145537,4574140,4672600
4288,3019241,4997395,3773272,3150975,4573229,4668097
4289,3025954,4993124,3775427,3155511,4571114,4665614
4290,3034295,4988561,3775524,3155511,4567719,4664081
4291,3036048,4988561,3775378,3156950,4566045,4664251
4292,3045366,4984096,3775863,3156657,4563413,4663448
4293,3045366,4977543,3778647,3156194,4562773,4664056
4294,3048196,4970384,3780657,3155096,4562330,4666320
4295,3051953,4961914,3783805,3154609,4562330,4666320
4296,3062824,4952110,3785548,3151585,4562429,4669484
4297,3067157,4946407,3785548,3145122,4563659,4673622
4298,3074897,4940364,3787970,3136953,4566513,4675618
4299,3082837,4932452,3790294,3127881,4569638,4676129
4300,3085366,4920706,3791820,3117517,4571310,4675618
4301,3090000,4908547,3791771,3117517,4574287,4676494
4302,3092956,4908547,3792014,3107568,4577141,4678101
4303,3092906,4897675,3792522,3099471,4581520,4681874
4304,3092906,4887264,3792933,3095155,4588631,4684989
4305,3095511,4876197,3792570,3095692,4602925,4691001
4306,3095461,4863699,3789156,3098374,4602925,4691001
4307,3094283,4850060,3784386,3099861,4612446,4696380
4308,3095285,4834479,3784386,3102373,4625461,4702490
4309,3092130,4820767,3778478,3105568,4635154,4709573
4310,3090451,4810259,3772303,3113201,4641993,4713662
4311,3089324,4801231,3766710,3113201,4650382,4715000
4312,3084991,4796814,3760705,3121248,4657714,4717726
4313,3084565,4796814,3755111,3129320,4659437,4719941
4314,3083213,4797736,3749736,3138611,4662339,4721743
4315,3083213,4804289,3745716,3146293,4664160,4724225
4316,3080883,4817006,3740026,3155267,4664160,4724225
4317,3081660,4830111,3731963,3161022,4663594,4724980
4318,3079931,4847244,3726975,3163071,4661749,4724566
4319,3079606,4866077,3726975,3160900,4661183,4728655
4320,3083263,4887482,3729905,3156828,4660716,4729215
4321,3083037,4909518,3734917,3150609,4661995,4731382
4322,3084190,4936335,3736394,3150609,4663373,4732453
4323,3083438,4957619,3735837,3143074,4664062,4731600
4324,3075848,4957619,3736152,3138294,4663988,4731674
4325,3068810,4967812,3736249,3136611,4661970,4730870
4326,3068810,4969826,3742157,3134953,4660765,4728266
4327,3059893,4976912,3747266,3134026,4660765,4728266
4328,3047044,4995211,3749155,3131344,4660790,4725467
4329,3037401,5018727,3750462,3128662,4662044,4721475
4330,3028684,5034260,3750462,3123906,4663890,4717118
4331,3020369,5043142,3753440,3119200,4668269,4713856
4332,3023599,5048821,3759494,3112054,4672033,4708769
4333,3029987,5055859,3764506,3112054,4674321,4706701
4334,3036574,5060931,3769809,3107568,4677076,4702587
4335,3046844,5060931,3774894,3104641,4679069,4698912
4336,3051452,5068333,3777219,3102592,4680693,4696745
4337,3051452,5076706,3778187,3101422,4680939,4695139
4338,3059618,5087359,3776662,3098935,4680939,4695139
4339,3067933,5098572,3775136,3099569,4680349,4694579
4340,3072492,5105464,3774701,3101276,4679635,4696843
4341,3077652,5109056,3774701,3102739,4679561,4697451
4342,3080207,5111410,3774701,3102690,4677568,4699009
4343,3081334,5115487,3776589,3102690,4676461,4700056
4344,3085241,5119443,3778865,3102641,4676338,4698644
4345,3086243,5123277,3780609,3102349,4677249,4698571
4346,3084765,5123277,3781093,3101398,4678798,4697622
4347,3088999,5127767,3781650,3100593,4680865,4695041
4348,3088999,5130170,3784313,3100227,4680865,4693119
4349,3092054,5132062,3787244,3099764,4682514,4693119
4350,3095912,5134295,3790851,3099520,4684875,4690344
4351,3103701,5138057,3794653,3099593,4686352,4687618
4352,3104177,5141697,3794653,3100569,4688935,4686108
4353,3106331,5145313,3797534,3101349,4691321,4684088
4354,3110389,5147522,3799762,3101349,4693855,4682117
4355,3111917,5150143,3800779,3101642,4696094,4682677
4356,3116626,5152400,3801311,3101861,4699415,4683334
4357,3118279,5152400,3801796,3101959,4703770,4687034
4358,3118129,5154875,3802522,3102324,4708026,4693508
4359,3118129,5157690,3804411,3102837,4708026,4697305
4360,3121986,5159729,3806276,3103763,4712258,4697305
4361,3124291,5159705,3808019,3104812,4716539,4701200
4362,3126194,5161015,3809859,3105714,4720598,4704680
4363,3130678,5162884,3810586,3106763,4724239,4704169
4364,3129400,5164534,3810586,3107421,4728619,4703293
4365,3130102,5166815,3810077,3107421,4732506,4701029
4366,3132732,5168441,3809254,3107909,4737377,4698230
4367,3133984,5170407,3808164,3108226,4743208,4696867
4368,3138567,5170407,3807607,3108884,4746726,4695309
4369,3139620,5171694,3807922,3109543,4746726,4693557
4370,3139620,5173320,3808455,3110445,4750712,4693435
4371,3137691,5174266,3809859,3110884,4754008,4693435
4372,3139119,5177494,3811142,3112103,4756247,4696064
4373,3137766,5180649,3813733,3113225,4759150,4700688
4374,3137015,5184046,3815404,3114054,4762373,4703220
4375,3139269,5186400,3815404,3114054,4765006,4704437
4376,3137866,5188900,3817051,3114761,4767318,4705459
4377,3138843,5190842,3817947,3114835,4769286,4705654
4378,3141398,5192662,3817850,3115298,4771673,4705459
4379,3138492,5192662,3818262,3115274,4773543,4706968
4380,3136514,5194118,3818891,3115493,4773543,4707065
4381,3136514,5196181,3821216,3115030,4775363,4707065
4382,3135312,5197807,3823370,3114298,4776987,4708429
4383,3128849,5199821,3824920,3113567,4779029,4710181
4384,3124816,5202102,3826203,3112005,4780850,4710619
4385,3120508,5203874,3827124,3110298,4781907,4711374
4386,3114146,5205500,3827124,3110298,4783089,4712956
4387,3111441,5206640,3827535,3108933,4783654,4712469
4388,3107559,5207005,3829279,3108299,4783703,4713467
4389,3104503,5206932,3831288,3107616,4783949,4714173
4390,3105154,5206932,3832717,3107372,4783999,4713151
4391,3102474,5206908,3833927,3105324,4783999,4713175
4392,3102474,5207005,3834000,3102520,4783826,4713175
4393,3103000,5206373,3833807,3100178,4783458,4712348
4394,3103276,5206932,3833927,3099008,4782621,4711714
4395,3101397,5206519,3834315,3098057,4781514,4711958
4396,3103651,5205791,3834654,3098057,4781071,4711252
4397,3104578,5204747,3834654,3097277,4780481,4711398
4398,3104603,5204019,3834485,3096740,4780505,4711836
4399,3108035,5203631,3834242,3096545,4781317,4711812
4400,3109362,5203704,3834436,3096399,4780751,4712348
4401,3110113,5203704,3834291,3096277,4780751,4711885
4402,3113996,5202855,3834146,3096033,4777971,4709207
4403,3113996,5201302,3833540,3095374,4774232,4709207
4404,3113846,5200234,3833734,3094862,4770886,4708112
4405,3115599,5199772,3833807,3094911,4768278,4705094
